cod_localidad;localidad;cod_prov;provincia;zona_cod;zona_descr;region_cod;region_descr;amba_interior;region_pais_cod;departamento;cp
651;William Morris;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Hurlingham;1686
652;Yerba Buena;13;Tucuman;9;NOA;9;NOA Sur;INTERIOR;2;Yerba Buena;5265
653;Zapala;16;Neuquen;12;Sur;5;Sur;INTERIOR;2;Picunches;8340
565;Tres Arroyos;14;Buenos Aires;12;Sur;7;PBA;INTERIOR;2;Tres Arroyos;7500
567;Tres de Febrero;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Tres De Febrero;1652
568;Trevelin;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Futaleufú;9203
572;Tucuman;13;Tucuman;9;NOA;9;NOA Sur;INTERIOR;2;Capital;4000
573;Tunuyan;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Tunuyán;5560
574;Tupungato;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Tupungato;5561
575;Unquillo;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Colón;5109
576;Ushuaia;23;Tierra Del Fuego;12;Sur;5;Sur;INTERIOR;2;Ushuaia;9410
578;Valle Hermoso;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Punilla;5168
579;Vedia;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Leandro N. Alem;6030
554;Tartagal;6;Salta;9;NOA;8;NOA Norte;INTERIOR;2;General José de San Martín;4560
555;Temperley;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Lomas de Zamora;1834
556;Tigre;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Tigre;1648
557;Tilisarao;4;San Luis;3;Cuyo;1;Cuyo;INTERIOR;2;Chacabuco;5773
558;Tinogasta;25;La Rioja;9;NOA;9;NOA Sur;INTERIOR;2;Arauco;5310
560;Tornquist;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Tornquist;8160
561;Tortuguitas;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Malvinas Argentinas;1667
0641201003;Tortuguitas;8;Cap & Gba;4;GBA NORTE;6;GBA NORTE;AMBA;1;Malvinas Argentinas;1667
562;Totoras;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Iriondo;2000
564;Trenque Lauquen;14;Buenos Aires;12;Sur;7;PBA;INTERIOR;2;Trenque Lauquen;6400
580;Velez Sarfield;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 10;1407
582;Venado Tuerto;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;General Lopez;2600
583;Versalles;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 10;1408
584;Viale;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;3109
585;Vicente Lopez;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Vicente López;1638
587;Victoria;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Victoria;1644
588;Viedma;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;Adolfo Alsina;8500
589;Villa Adelina;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Vicente López;1607
590;Villa Allende;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Colón;5105
542;Sebastian Elcano;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Seco;5231
543;Seguí;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;3117
544;Sexta Seccion;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Sexta Seccion;5500
545;Sierra Grande;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;San Antonio;8532
548;Sumampa;11;Santiago Del Estero;9;NOA;8;NOA Norte;INTERIOR;2;Quebrachos;4722
551;Tafi Viejo;13;Tucuman;9;NOA;9;NOA Sur;INTERIOR;2;Tafí Viejo;4103
552;Tandil;14;Buenos Aires;12;Sur;7;PBA;INTERIOR;2;Tandil;7000
530;Santa Cruz;22;Santa Cruz;12;Sur;5;Sur;INTERIOR;2;Corpen Aike;5201
531;Santa Fe;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;Santa Fe;3000
532;Santa Maria de Punilla;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Punilla;5164
533;Santa Rosa;20;La Pampa;12;Sur;7;PBA;INTERIOR;2;Capital;7303
534;Santa Rosa de Calamuchita;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Calamuchita;5196
535;Santa Rosa de Rio Primero;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Primero;5133
536;Santiago Del Estero;11;Santiago Del Estero;9;NOA;8;NOA Norte;INTERIOR;2;Capital;4200
537;Santiago Temple;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Segundo;5125
538;Santo Tome;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;Santo Tomé;3340
539;Santos Lugares;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Tres de Febrero;3403
540;Sarandi;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Avellaneda;1872
541;Sarmiento;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Sarmiento;3700
519;San Nicolás;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 1;2900
520;San Nicolas de Los Arroyos;14;Buenos Aires;13;PBA;7;PBA;INTERIOR;2;San Nicolás;2900
521;San Pedro;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;San Pedro;2930
522;San Rafael;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;San Rafael;5260
523;San Ramon de La Nueva Oran;6;Salta;9;NOA;8;NOA Norte;INTERIOR;2;Orán;4530
524;San Roque;10;Corrientes;8;NEA;4;NEA;INTERIOR;2;San Roque;6017
525;San Salvador;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;San Salvador;3218
526;San Salvador de Jujuy;9;Jujuy;9;NOA;8;NOA Norte;INTERIOR;2;Dr. Manuel Belgrano;4600
527;San Telmo;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 1;1063
528;San Vicente;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;San Alberto;1865
529;Santa Clara;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;Mar Chiquita;1849
509;San Juan;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Capital;3611
510;San Julian;22;Santa Cruz;12;Sur;5;Sur;INTERIOR;2;Magallanes;7613
511;San Justo;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;San Justo;1754
512;San Lorenzo;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;San Lorenzo;3158
513;San Luis;4;San Luis;3;Cuyo;1;Cuyo;INTERIOR;2;Juan Martín de Pueyrredón;1665
514;San Martin;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Lácar;5800
515;San Martin de Los Andes;16;Neuquen;12;Sur;5;Sur;INTERIOR;2;Lácar;8370
516;San Miguel;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;San Miguel;1765
517;San Miguel de Tucuman;13;Tucuman;9;NOA;9;NOA Sur;INTERIOR;2;Capital;4000
349;SAN CARLOS;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;San Carlos;1765
495;San Carlos de Bariloche;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;Bariloche;8400
496;San Clemente;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;La Costa;7105
497;San Clemente Del Tuyu;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;La Costa;7105
498;San Cristobal;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 3;1834
499;San Fernando;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;San Fernando;1834
500;San Francisco;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;San Justo;1708
501;San Francisco Del Chañar;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Sobremonte;5209
502;San Francisco Del Valle de Catamarca;24;Catamarca;9;NOA;9;NOA Sur;INTERIOR;2;Catamarca;4700
503;San Francisco Solano;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Quilmes;1881
504;San Isidro;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;San Isidro;1642
505;San Jorge;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;San Martín;7404
506;San Jose;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Almirante Brown;1844
507;San Jose de La Dormida;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Tulumba;5244
482;Salta;6;Salta;9;NOA;8;NOA Norte;INTERIOR;2;Capital;4400
483;Salto;14;Buenos Aires;13;PBA;7;PBA;INTERIOR;2;Salto;2741
484;Salto de Las Rosas;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;San Rafael;5603
485;Sampacho;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;5829
486;San Agustin;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Calamuchita;1881
487;San Andres;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;General San Martín;1651
488;San Andres de Giles;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;San Andrés de Giles;6720
489;San Antonio de Areco;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;San Antonio de Areco;2760
490;San Antonio de Padua;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Merlo;1718
491;San Antonio Oeste;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;San Antonio;8520
492;San Benito;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;7261
493;San Bernardo;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;La Costa;3701
494;San Carlos;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;Las Colonias;1765
472;Rosario;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Rosario;2000
473;Rosario de La Frontera;6;Salta;9;NOA;8;NOA Norte;INTERIOR;2;Rosario de la Frontera;4190
474;Rosario Del Tala;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Tala;3174
476;Rufino;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;General López;6100
477;Saavedra;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Saavedra;8174
478;Saenz Peña;19;Chaco;8;NEA;4;NEA;INTERIOR;2;Comandante Fernández;1674
479;Saladas;10;Corrientes;8;NEA;4;NEA;INTERIOR;2;Saladas;3428
481;Salsipuedes;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Colón;5113
464;Rio Primero;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Primero;5127
465;Rio Segundo;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Segundo;5960
466;Rio Tercero;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Tercero Arriba;5850
467;Rivadavia;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Rivadavia;6237
468;Rodeo de La Cruz;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Guaymallén;5525
469;Rojas;14;Buenos Aires;13;PBA;7;PBA;AMBA;2;Rojas;2705
470;Roque Perez;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;Roque Pérez;7245
471;Roque Saenz Peña;19;Chaco;8;NEA;4;NEA;INTERIOR;2;Comandante Fernández;5000
121;Cipolletti;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;General Roca;8324
117;Choele Choel;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;Avellaneda;8360
461;Rio Gallegos;23;Tierra Del Fuego;12;Sur;5;Sur;INTERIOR;2;Güer Aike;9400
462;Rio Grande;23;Tierra Del Fuego;12;Sur;5;Sur;INTERIOR;2;Río Grande;9420
636;Villa Regina;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;General Roca;8336
227;Gobernador Gregores;22;Santa Cruz;12;Sur;5;Sur;INTERIOR;2;Río Chico;9311
452;Resistencia;19;Chaco;8;NEA;4;NEA;INTERIOR;2;San Fernando;3500
453;Resistencias;19;Chaco;8;NEA;4;NEA;INTERIOR;2;San Fernando;3500
454;Retiro;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 1;1001
456;Rincon de Los Sauces;16;Neuquen;12;Sur;5;Sur;INTERIOR;2;Pehuenches;8319
457;Rincon de Milberg;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Tigre;1624
458;Rio Ceballos;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Colón;5111
459;Rio Colorado;5;Rio Negro;12;Sur;5;Sur;INTERIOR;2;Pichi Mahuida;5331
460;Río Cuarto;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Cuarto;5800
441;Rafaela;2;Santa Fe;7;Litoral;10;Litoral;INTERIOR;2;Castellanos;2300
442;Ramallo;14;Buenos Aires;13;PBA;7;PBA;INTERIOR;2;Ramallo;2915
443;Ramirez;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Diamante;5289
444;Ramos Mejia;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;La Matanza;1704
445;Ranchos;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;General Paz;1987
446;Rauch;14;Buenos Aires;13;PBA;7;PBA;AMBA;1;Rauch;7203
447;Rawson;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Rawson;6734
448;Rayo Cortado;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Seco;5246
449;Recoleta;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 2;1014
450;Recreo;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;La Capital;5260
451;Remedios de Escalada;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Lanús;1689
431;Puerto Deseado;22;Santa Cruz;12;Sur;5;Sur;INTERIOR;2;Deseado;9050
433;Puerto Madryn;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Biedma;9120
563;Trelew;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Rawson;9100
434;Punta Alta;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Coronel de Marina Leonardo Rosales;8109
436;Quequén;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Necochea;7631
437;Quilmes;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Quilmes;1878
438;Rada Tilly;7;Chubut;12;Sur;5;Sur;INTERIOR;2;Escalante;9001
439;Rafael Calzada;8;Cap & Gba;6;GBA SUR;6;CAP & GBA;AMBA;1;Almirante Brown;1847
440;Rafael Castillo;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;La Matanza;1755
418;Pigue;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Saavedra;8170
419;Pilar;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Río Segundo;1629
420;Pinamar;14;Buenos Aires;12;Sur;11;Costa;INTERIOR;2;Pinamar;7167
422;Plottier;16;Neuquen;12;Sur;5;Sur;INTERIOR;2;Confluencia;8316
423;Pocito;12;San Juan;3;Cuyo;1;Cuyo;INTERIOR;2;Rawson;5429
424;Pompeya;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 4;1437
425;Posadas;15;Misiones;8;NEA;4;NEA;INTERIOR;2;Capital;3300
426;Pozo Del Molle;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Río Segundo;5707
427;Presidente Derqui;8;Cap & Gba;4;GBA NORTE;6;CAP & GBA;AMBA;1;Pilar;1635
140;Providencia;3;Córdoba;2;Córdoba;2;Córdoba;INTERIOR;2;Las Colonias;5231
428;Puan;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Puán;8180
429;Pueblo Esther;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Rosario;2126
406;Paso de La Patria;10;Corrientes;8;NEA;4;NEA;INTERIOR;2;San Cosme;3409
407;Paso de Los Libres;10;Corrientes;8;NEA;4;NEA;INTERIOR;2;Paso de los Libres;3230
409;Paternal;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 6;1427
410;Pedro de Jujuy;9;Jujuy;9;NOA;8;NOA Norte;INTERIOR;2;Jujuy;5707
411;Pedro Luro;14;Buenos Aires;12;Sur;5;Sur;INTERIOR;2;Villarino;8148
412;Pehuajo;14;Buenos Aires;12;Sur;7;PBA;INTERIOR;2;Pehuajó;6450
413;Perdriel;1;Mendoza;3;Cuyo;1;Cuyo;INTERIOR;2;Luján de Cuyo;5509
414;Perez;2;Santa Fe;11;Rosario;3;Rosario;INTERIOR;2;Rosario;2121
415;Pergamino;14;Buenos Aires;13;PBA;7;PBA;INTERIOR;2;Pergamino;2700
416;Perico;9;Jujuy;9;NOA;8;NOA Norte;INTERIOR;2;El Carmen;4608
417;Pico Truncado;22;Santa Cruz;12;Sur;5;Sur;INTERIOR;2;Deseado;9015
396;Palermo;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 14;1425
397;Palomar;8;Cap & Gba;5;GBA OESTE;6;CAP & GBA;AMBA;1;Tres de Febrero;4190
398;Palpalá;9;Jujuy;9;NOA;8;NOA Norte;INTERIOR;2;Palpalá;5707
109;PARANA;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;3100
399;Paraná;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Paraná;3100
400;Parque Avellaneda;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 9;1407
401;Parque Chacabuco;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 7;1424
402;Parque Chas;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 15;1431
404;Parque Patricios;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 4;1255
403;Parque Patricios;8;Cap & Gba;1;CAP FED;6;CAP FED;AMBA;1;Comuna 4;1255
378;Nogoya;17;Entre Rios;7;Litoral;10;Litoral;INTERIOR;2;Nogoyá;3150
381;Nueva Pompeya;8;Cap & Gba;1;CAP FED;6;CAP & GBA;AMBA;1;Comuna 4;1437
