id;cp;localidad;idProvincia
10967;6381;Conhelo;10
10968;6228;Coronel Hilario Lagos;10
10969;8336;Costa Del Rio Colorado;10
10970;6321;Costa Del Salado;10
10971;8212;Cotita;10
10972;8214;Cuchillo-Co;10
10973;6331;Curilco;10
10974;6323;Curru Mahuida;10
10975;6380;Chacra 16;10
10976;6319;Chacras De Victorica;10
10977;6303;Chacu;10
10978;8201;Chacharramendi;10
10979;6214;Chamaico;10
10980;6201;Chanilao;10
10981;6303;Chapalco;10
10982;8204;Diecisiete De Agosto;10
10983;6305;Doblas;10
10984;6365;Dorila;10
10985;6321;Dos Amigos (Telen, Dpto. Leventue);10
10986;8212;Dos Amigos (Hucal, Dpto. Hucal);10
10987;8204;Dos Chañares;10
10988;8212;Dos De Ipiña;10
10989;8212;Dos Violetas;10
10990;6380;Eduardo Castex;10
10991;8138;El Aguila;10
10992;6220;El Antojo;10
10993;6331;El Belgica;10
10994;8200;El Boqueron;10
10995;6352;El Brillante;10
10996;8200;El Carancho;10
10997;6307;El Centenario;10
10998;6323;El Centinela;10
10999;6325;El Chillen;10
11000;6352;El Descanso (Lonquimay, Dpto. Catrilo);10
11001;8214;El Descanso (Unanue, Dpto. Utracan);10
11002;6305;El Deslinde;10
11003;6305;El Destino (Rolon, Dpto. Atreuco);10
11004;6381;El Destino (Conelo, Dpto. Conelo);10
11005;6313;El Destino (Winifreda, Dpto. Conelo);10
11006;6321;El Destino (Telen, Dpto. Leventue);10
11007;8201;El Diez;10
11008;8201;El Diez Y Siete;10
11009;6319;El Durazno;10
11010;8201;El Escabel;10
11011;6361;El Eucalipto (Agustoni, Dpto. Maraco);10
11012;6319;El Eucalipto (Cerro Quemado, Dpto. Toay);10
11013;6313;El Furlong;10
11014;6352;El Guaicuru;10
11015;6313;El Guanaco (Winifreda, Dpto. Capital);10
11016;6205;El Guanaco (Ing. Luiggi, Dpto. Rancul);10
11017;8212;El Lucero;10
11018;8200;El Madrigal;10
11019;6341;El Malacate;10
11020;6321;El Mate;10
11021;8212;El Mirador;10
11022;6300;El Mirador De Juarez;10
11023;8201;El Nueve;10
11024;6300;El Oasis;10
11025;6321;El Odre;10
11026;6203;El Olivo;10
11027;6305;El Palomar;10
11028;6331;El Parque;10
11029;6381;El Peludo;10
11030;8214;El Pimia;10
11031;6228;El Porvenir (Cnel. Hilario Lagos, Dpto. Chapaleufu);10
11032;8214;El Porvenir (Cuchillo-Co, Dpto. Lihue Calel);10
11033;8214;El Puma;10
11034;6220;El Recreo;10
11035;6321;El Refugio;10
11036;6321;El Retiro;10
11037;6352;El Rubi;10
11038;6352;El Salitral;10
11039;6361;El Sauce;10
11040;6321;El Silencio;10
11041;6205;El Tajamar;10
11042;8201;El Tartagal;10
11043;6203;El Tigre;10
11044;6212;El Tordillo;10
11045;8201;El Trece;10
11046;8206;El Trigo;10
11047;6352;El Triunfo;10
11048;8201;El Uno;10
11049;8206;El Vasquito;10
11050;8200;El Veraneo;10
11051;6303;El Volante;10
11052;6203;Embajador Martini;10
11053;6323;Emilio Mitre;10
11054;8214;Epu Pel;10
11055;8201;Euskadi;10
11056;6212;Falucho;10
11057;6228;Gallinao;10
11058;8138;Gaviotas;10
11059;8200;General Acha;10
11060;6309;General Manuel Campos;10
11061;6360;General Pico;10
11062;8206;General San Martin;10
11063;8204;Gervasio Ortiz De Rosas;10
11064;8201;Gobernador Ayala;10
11065;8336;Gobernador Duval;10
11066;6319;Guadaloza;10
11067;6311;Guatrache;10
11068;6307;Hidalgo;10
11069;6305;Hipolito Yrigoyen;10
11070;8212;Hucal;10
11071;6333;Huelen;10
11072;6315;Ines Y Carlota;10
11073;6385;Ingeniero Foster;10
11074;6205;Ingeniero Luiggi;10
11075;6221;Intendente Alvear;10
11076;8212;Ipiña;10
11077;6330;Ivanowsky;10
11078;8208;Jacinto Arauz;10
11079;6321;Jaguel Del Esquinero;10
11080;6321;Jaguel Del Monte;10
11081;6214;Jardon;10
11082;8201;Julian A. Mansilla;10
11083;6321;Juzgado Viejo;10
11084;6381;Kilometro 619 (Apeadero Fcdfs);10
11085;8138;La Adela;10
11086;8212;La Administracion;10
11087;6307;La Antonia;10
11088;6301;La Araña;10
11089;8201;La Asturiana;10
11090;6352;La Atalaya;10
11091;6361;La Aurora (Agustoni, Dpto. Maraco);10
11092;8200;La Aurora (Gral. Acha, Dpto. Utracan);10
11093;6325;La Avanzada;10
11094;6319;Labal;10
11095;8200;La Banderita;10
11096;6365;La Barrancosa;10
11097;6303;La Baya;10
11098;6303;La Baya Muerta;10
11099;6345;La Bilbaina;10
11100;6330;La Blanca;10
11101;6307;La Bota;10
11102;6354;La Carmen;10
11103;6326;La Carola;10
11104;6228;La Casilda;10
11105;6354;La Catalina (Uriburu, Dpto. Catrilo);10
11106;6321;La Catalina (Telen, Dpto. Leventue);10
11107;6305;La Catalinita;10
11108;8212;La Catita;10
11109;6333;La Cautiva;10
11110;6352;La Celia;10
11111;6333;La Celina (Quemu Quemu, Dpto. Quemu Quemu);10
11112;6303;La Celina (Toay, Dpto. Toay);10
11113;6303;La Celmira;10
11114;6321;La Cienaga;10
11115;8201;La Clelia;10
11116;8206;La Colorada Chica;10
11117;8206;La Colorada Grande;10
11118;6326;La Constancia (Anguil, Dpto. Capital);10
11119;8212;La Constancia (Hucal, Dpto. Hucal);10
11120;6321;La Constancia (Telen, Dpto. Leventue);10
11121;8307;La Copelina;10
11122;6354;La Cumbre;10
11123;6360;La Chapelle;10
11124;8138;La Chelita;10
11125;3203;La Chirlandia;10
11126;8200;La Chita (Gral. Acha, Dpto. Utracan);10
11127;8201;La Chita (Puelches, Dpto. Cura Co);10
11128;6313;La Delfina;10
11129;6333;La Delicia;10
11130;6301;La Dolores;10
11131;6321;La Elenita;10
11132;6321;La Elia;10
11133;6203;La Elina (Embajador Martini, Dpto. Realico);10
11134;6321;La Elina (Telen, Dpto. Leventue);10
11135;6331;La Elsa;10
11136;8212;La Elva;10
11137;6326;La Elvira;10
11138;6228;La Energia;10
11139;6333;La Enriqueta;10
11140;8200;La Escondida;10
11141;6307;La Esmeralda (Macachin, Dpto. Atreuco);10
11142;6352;La Esmeralda (Lonquimay, Dpto. Catrilo);10
11143;6321;La Esmeralda (Telen, Dpto. Leventue);10
11144;6323;La Española;10
11145;6305;La Esperanza (Hidalgo, Dpto. Atreuco);10
11146;6307;La Esperanza (Macachin, Dpto. Atreuco);10
11147;6326;La Esperanza (Anguil, Dpto. Capital);10
11148;6323;La Esperanza (Emilio Mitre, Dpto. Chalileo);10
11149;6365;La Esperanza (Vertiz, Dpto. Chapadleufu);10
11150;8204;La Esperanza (Bernasconi, Dpto. Hucal);10
11151;6325;La Esther;10
11152;6321;La Estrella;10
11153;8212;La Estrella Del Sud;10
11154;6321;La Eulogia;10
11155;6321;La Fe;10
11156;6317;La Florencia;10
11157;6326;La Florida;10
11158;6300;La Fortuna;10
11159;8204;La France;10
11160;6361;La Gavenita;10
11161;6354;La Gaviota;10
11162;6348;La Gloria;10
11163;6321;La Guadalosa;10
11164;6360;La Gueñita;10
11165;6317;Laguna De Nuñez;10
11166;6323;La Humada;10
11167;6323;La Imarra;10
11168;6228;La Invernada;10
11169;8212;La Isabel (Hucal, Dpto. Hucal);10
11170;6321;La Isabel (Telen, Dpto. Leventue);10
11171;6336;La Japonesa;10
11172;6307;La Josefina;10
11173;6300;La Juanita (Santa Rosa, Dpto. Capital);10
11174;6212;La Juanita (Adolfo Van Praet, Dpto. Chapaleufu);10
11175;8206;La Juanita (Gral. San Martin, Dpto. Hucal);10
11176;6321;La Laurentina;10
11177;6330;La Leña;10
11178;6323;La Leonesa;10
11179;8201;La Limpia;10
11180;8200;La Lonja;10
11181;6228;La Lucha (Cnel. Hilario Lagos, Dpto. Chapaleufu);10
11182;8201;La Lucha (La Reforma, Dpto. Utracan);10
11183;6354;La Luisa;10
11184;6321;La Luz;10
11185;6228;La Magdalena (Cnel. Hilario Lagos, Dpto. Chapaelufu);10
11186;8200;La Magdalena (Gral. Acha, Dpto. Utracan);10
11187;6300;La Malvina;10
11188;6305;La Manuelita;10
11189;6321;La Marcela;10
11190;6214;La Margarita;10
11191;6365;La Maria (Vertiz, Dpto. Chapaleufu);10
11192;8212;La Maria (Hucal, Dpto. Hucal);10
11193;6361;La Maria (Agustoni, Dpto. Maraco);10
11194;8212;La Maria Elena;10
11195;8212;La Maria Elisa;10
11196;6354;La Marianita;10
11197;6309;La Maria Rosa;10
11198;6385;La Maruja;10
11199;6341;La Matilde;10
11200;8200;La Moderna;10
11201;6319;La Morocha;10
11202;8200;La Nilda;10
11203;6311;La Nueva;10
11204;6305;La Nueva Provincia;10
11205;6333;La Olla;10
11206;6307;La Oracion;10
11207;8200;La Paloma;10
11208;6228;La Pampeana;10
11209;6305;La Pampita (Hidalgo, Dpto. Atreuco);10
11210;8200;La Pampita (Gral. Acha, Dpto. Utracan);10
11211;6323;La Pastoril;10
11212;6221;La Paulina;10
11213;6352;La Paz;10
11214;6321;La Pencosa;10
11215;6352;La Perla (Lonquimay, Dpto. Catrilo);10
11216;8203;La Perla (Utracan, Dpto. Utracan);10
11217;6352;La Perlita;10
11218;6311;La Piedad;10
11219;6214;La Pomona;10
11220;8206;La Porteña;10
11221;6203;La Positiva;10
11222;6228;La Pradera;10
11223;6300;La Primavera (Santa Rosa, Dpto. Capital);10
11224;6323;La Primavera (Algarrobo Del Aguila, Dpto. Chalileo);10
11225;6214;La Primavera (Chamai Co, Dpto. Rancul);10
11226;6301;La Primavera (Miguel Riglos, Dpto. Atreuco);10
11227;8206;La Primera;10
11228;8336;La Providencia;10
11229;6360;La Puma (Dpto. Quemu Quemu);10
11230;8206;La Puma (Gral. San Martin, Dpto. Hucal);10
11231;6330;La Puna;10
11232;6323;La Puñalada;10
11233;6323;La Razon (Santa Isabel, Dpto. Chalileo);10
11234;6321;La Razon (Telen, Dpto. Leventue);10
11235;6330;La Rebeca;10
11236;8201;La Reforma;10
11237;8201;La Reforma Vieja;10
11238;6326;La Reserva (Anguil, Dpto. Capital);10
11239;6341;La Reserva (Ivanowsky, Dpto. Catrilo);10
11240;8138;La Rosa;10
11241;8200;Las Acacias;10
11242;6305;La Sarita;10
11243;6381;Las Chacras;10
11244;6221;Las Delicias (Intendente Alvear, Dpto. Chapaleufu);10
11245;6214;Las Delicias (Rancul, Dpto. Rancul);10
11246;8200;Las Dos Naciones;10
11247;6352;La Segunda;10
11248;6305;Las Felicitas;10
11249;6354;Las Gaviotas;10
11250;8203;La Sin Nombre;10
11251;6300;Las Malvinas;10
11252;6323;La Soledad;10
11253;8200;La Sorpresa;10
11254;6321;La Sota;10
11255;6387;Las Piedritas;10
11256;6311;Las Quintas;10
11257;6331;Las Tres Hermanas;10
11258;6354;La Suerte;10
11259;6361;La Teresita;10
11260;6321;La Tinajera;10
11261;8214;La Torera;10
11262;8138;La Tosca;10
11263;6354;La Trinidad;10
11264;6330;La Unida;10
11265;8212;La Union (Hucal, Dpto. Hucal);10
11266;6321;La Union (Telen, Dpto. Leventue);10
11267;6303;La Vanguardia;10
11268;8336;La Vasconia;10
11269;6323;La Veintitres;10
11270;6326;La Verde (Anguil, Dpto. Capital);10
11271;6321;La Verde (Telen, Dpto. Leventue);10
11272;6354;La Victoria (Uriburu, Dpto. Catrilo);10
11273;6221;La Victoria (Intendente Alvear, Dpto. Chapaleufu);10
11274;8212;La Victoria (Hucal, Dpto. Hucal);10
11275;6321;La Victoria (Telen, Dpto. Leventue);10
11276;6361;La Victoria (Agustoni, Dpto. Maraco);10
11277;8212;La Victoria Segunda;10
11278;6352;La Violeta;10
11279;6321;La Vizcaina;10
11280;6228;La Voluntad;10
11281;8201;Legasa;10
11282;6321;Leona Redonda;10
11283;8201;Luhue Calel;10
11284;8201;Limay Mahuida;10
11285;6303;Lindo Ver;10
11286;6321;Loma Redonda;10
11287;6321;Lomas De Gatica;10
11288;6321;Lomas Ombu;10
11289;6352;Lonquimay;10
11290;6381;Loo Co;10
11291;6325;Los Alamos;10
11292;6303;Los Algarrobos;10
11293;6305;Los Dos Hermanos;10
11294;6321;Los Manantiales;10
11295;8238;Los Morros;10
11296;6300;Los Nogales;10
11297;8203;Los Novillos;10
11298;8203;Los Olivos;10
11299;6315;Los Pirineos;10
11300;6301;Los Quinientos;10
11301;6323;Los Tajamares;10
11302;6311;Los Toros;10
11303;6321;Los Tres Pozos;10
11304;6323;Los Turcos;10
11305;6380;Lote 2 (Escuela 185);10
11306;6203;Lote 2 (La Elina);10
11307;8200;Lote 3;10
11308;6387;Lote 4 (Rancul);10
11309;6317;Lote 5 (Luan Toro, Dpto. Leventue);10
11310;6205;Lote 5 (Caleufu, Escuela 120);10
11311;8138;Lote 6 (Gaviotas, Dpto. Caleu Caleu);10
11312;6315;Lote 6 (Escuela 171);10
11313;8138;Lote 7 (Gaviotas, Dpto. Caleu Caleu);10
11314;8336;Lote 7 (Gdor. Duval, Dpto. Cura Co);10
11315;8206;Lote 7 (Esc. 270, Col. La Primera,Gral.San Martin,Dep.Hucal);10
11316;8138;Lote 8 (Gaviotas, Dpto.Caleu Caleu);10
11317;8212;Lote 8 (Hucal, Dpto. Hucal);10
11318;8206;Lote 8 (Esc.179,Salina La Porteña,Gl.S.Martin,Dp.Caleu Caleu;10
11319;6380;Lote 8 (Escuela 184);10
11320;6315;Lote 9 Oeste;10
11321;8200;Lote 10;10
11322;8200;Lote 11 (Gral. Acha, Dpto. Utracan);10
11323;8212;Lote 11 (Bernasconi);10
11324;6213;Lote 11 (Escuela 107);10
11325;6313;Lote 12 (Winifreda, Dpto. Conelo);10
11326;8200;Lote 12 (Gral. Acha, Dpto. Utracan);10
11327;8204;Lote 12 (Bernasconi);10
11328;8200;Lote 13 (Gral. Acha, Dpto. Utracan);10
11329;6313;Lote 13 (Escuela 173);10
11330;8138;Lote 14;10
11331;6387;Lote 15 (Escuela 18);10
11332;6213;Lote 15 (Rancul);10
11333;8138;Lote 17 (Gaviotas, Dpto. Caleu Caleu);10
11334;6380;Lote 17 (Escuela 95);10
11335;8206;Lote 17 (Escuela 121);10
11336;8138;Lote 18 (Gaviotas, Dpto. Caleu Caleu);10
11337;8200;Lote 18 (Gral. Acha, Dpto. Utracan);10
11338;8206;Lote 18 (Escuela 158, Colonia La Juanita);10
11339;8200;Lote 19 (Gral. Acha, Dpto. Utracan);10
11340;8138;Lote 19 (Colonia N. Leven);10
11341;8204;Lote 20 (Bernasconi, Dpto. Hucal);10
11342;6380;Lote 20 (La Carlota);10
11343;8200;Lote 21 (Gral. Acha, Dpto. Utracan);10
11344;6313;Lote 21 (Colonia Santa Elena);10
11345;8138;Lote 22 (Gaviotas, Dpto. Caleu Caleu);10
11346;8200;Lote 22 (Gral. Acha, Dpto. Utracan);10
11347;8212;Lote 22 (Ipiña);10
11348;8138;Lote 23 (Gaviotas, Dpto. Caleu Caleu);10
11349;8206;Lote 23 (Escuela 264, Gral. San Martin, Dpto. Hucal);10
11350;6313;Lote 23 (Escuela 221);10
11351;8138;Lote 24 (Gaviotas, Dpto. Caleu Caleu);10
11352;6383;Lote 24 (Seccion 1ª);10
11353;6381;Lote 25 (Conelo);10
11354;6381;Lote 25 (Escuela 146);10
11355;6315;Lote 25 (Escuela 178);10
11356;6317;Loventuel;10
11357;6317;Luan Toro;10
11358;8212;Luna (Escuela 129);10
11359;6307;Macachin;10
11360;6212;Maisonnave;10
11361;6321;Manantiales;10
11362;8200;Maraco;10
11363;8200;Maraco Chico;10
11364;8204;Maria;10
11365;6228;Mariano Miro;10
11366;6333;Mari-Mari;10
11367;6315;Mauricio Mayer;10
11368;6321;Mayaco;10
11369;6300;Medano Blanco;10
11370;8200;Medano Colorado;10
11371;6323;Medanos Negros;10
11372;6321;Meinke;10
11373;6367;Metileo;10
11374;6331;Miguel Cane;10
11375;6301;Miguel Riglos;10
11376;8206;Minas De Sal;10
11377;8201;Minerales De La Pampa;10
11378;6367;Ministro Orlando;10
11379;6360;Mocovi;10
11380;6383;Monte Nievas;10
11381;6309;Monte Ralo;10
11382;6321;Nahuel Mapa;10
11383;6325;Naico;10
11384;6321;Nanquel Huitre;10
11385;8204;Narciso Leven;10
11386;6303;Nerre Co;10
11387;6380;Nicolas Vera;10
11388;6303;Oficial Enrique Segura;10
11389;6207;Ojeda;10
11390;6305;Ojo De Agua;10
11391;6213;Parera;10
11392;6325;Parque Luro;10
11393;6323;Paso De Los Algarrobos;10
11394;6323;Paso De Los Puntanos;10
11395;8307;Paso La Balsa;10
11396;6323;Paso La Razon;10
11397;6331;Pavon;10
11398;8212;Peru;10
11399;8212;Piche Cona Lauquen;10
11400;6303;Pichi-Huilco;10
11401;6385;Pichi-Huinca;10
11402;6321;Pichi Merico;10
11403;6319;Poitague;10
11404;6301;Potrillo Oscuro;10
11405;6212;Pueblo Alassa;10
11406;6352;Pueblo Quintana;10
11407;8201;Puelches;10
11408;8307;Puelen;10
11409;6325;Quehue;10
11410;6212;Quetrequen;10
11411;6352;Quintana;10
11412;8200;Quiñi Malal;10
11413;6303;Ramon Quintas;10
11414;6228;Ramon Segundo;10
11415;6214;Rancul;10
11416;6200;Realico;10
11417;6331;Relmo;10
11418;6311;Remeco (Dpto. Guatrache);10
11419;8212;Remeco (Hucal, Dpto. Hucal);10
11420;6312;Ricardo Lavalle;10
11421;8134;Rio Colorado;10
11422;6305;Rolon;10
11423;6331;Rucahue;10
11424;6381;Rucanelo;10
11425;8138;Salinas;10
11426;6305;Salinas Grandes (Hidalgo, Dpto. Atreuco);10
11427;8138;Salinas Grandes (Anzoategui, Dpto. Caleu Caleu);10
11428;6309;Salinas Mari Manuel;10
11429;6212;San Agustin;10
11430;6331;San Alberto;10
11431;6354;San Andres;10
11432;8203;San Antonio;10
11433;8212;San Aquilino;10
11434;6214;San Basilio;10
11435;6331;San Benito;10
11436;8204;San Bernardo;10
11437;6326;San Carlos;10
11438;8212;San Diego;10
11439;6330;San Eduardo (Catrilo, Dpto. Catrilo);10
11440;8336;San Eduardo (Gdor. Duval, Dpto. Cura Co);10
11441;6321;San Emilio;10
11442;8203;San Ernesto;10
11443;6305;San Felipe;10
11444;8204;San Fernando;10
11445;6319;San Francisco;10
11446;6323;San Francisco De La Ramada;10
11447;6212;San Hilario;10
11448;6325;San Humberto;10
11449;6360;San Ignacio;10
11450;6365;San Ildefonso;10
11451;6341;San Joaquin (Ivanovsky, Dpto. Catrilo);10
11452;6360;San Joaquin (Gral. Pico, Dpto. Maraco);10
11453;6367;San Joaquin (Metileo, Dpto. Trenel);10
11454;6326;San Jose (Anguil, Dpto. Capital);10
11455;6354;San Jose (Uriburu, Dpto. Catrilo);10
11456;6313;San Jose (Winifreda, Dpto. Conelo);10
11457;6228;San Jose (Coronel Hilario Lagos, Dpto. Chapaleufu);10
11458;8204;San Jose (Bernasconi, Dpto. Hucal);10
11459;6321;San Jose (Telen, Dpto. Leventue);10
11460;6360;San Jose (Gral. Pico, Dpto. Maraco);10
11461;6214;San Jose (Chamai Co, Dpto. Rancul);10
11462;6354;San Juan (Uriburu, Dpto. Catrilo);10
11463;8212;San Juan (Hucal, Dpto. Hucal);10
11464;6212;San Juan (Simson, Dpto. Realico);10
11465;6330;San Justo;10
11466;6352;San Manuel;10
11467;6214;San Marcelo;10
11468;8212;San Miguel (Peru, Dpto. Guatrache);10
11469;6331;San Miguel (Miguel Cane, Dpto. Quemu Quemu);10
11470;6305;San Pedro (Rolon, Dpto. Atreuco);10
11471;6330;San Pedro (Catrilo, Dpto. Catrilo);10
11472;6383;San Ramon;10
11473;8201;San Roberto;10
11474;8201;San Salvador;10
11475;8200;San Simon;10
11476;6309;Santa Ana;10
11477;6239;Santa Aurelia;10
11478;6365;Santa Catalina;10
11479;8214;Santa Clara;10
11480;6360;Santa Elena (Gral. Pico, Dpto. Maraco);10
11481;6333;Santa Elvira;10
11482;6220;Santa Felicitas;10
11483;6212;Santa Gracia;10
11484;6360;Santa Ines;10
11485;6323;Santa Isabel;10
11486;8214;Santa Maria;10
11487;6300;Santa Rosa;10
11488;6305;Santa Stella;10
11489;6325;Santiago Orellano;10
11490;8203;Santo Domingo;10
11491;6307;Santo Tomas;10
11492;6228;San Urbano;10
11493;6228;Sarah;10
11494;6383;Seccion Primera Conelo;10
11495;8200;Sierra De Lihue Calel;10
11496;6212;Simson;10
11497;6333;Sol De Mayo;10
11498;6365;Speluzzi;10
11499;6303;Ta-Huilco;10
11500;6321;Telen;10
11501;6381;Teniente Gral. Emilio Mitre;10
11502;6303;Toay;10
11503;6301;Tomas M. De Anchorena;10
11504;8206;Traico;10
11505;8208;Traico Grande;10
11506;6361;Trebolares;10
11507;6369;Trenel;10
11508;8212;Tres Botones;10
11509;6307;Tres Hermanos (Macachin, Dpto. Atreuco);10
11510;6212;Tres Hermanos (Quetrequen, Dpto. Realico);10
11511;6228;Tres Lagunas;10
11512;8212;Tres Naciones;10
11513;8212;Tribuluci;10
11514;6365;Trili;10
11515;8212;Trubuluco;10
11516;8214;Unanue;10
11517;6354;Uriburu;10
11518;8203;Utracan;10
11519;6365;Valle Argentino (Macachin, Dpto. Atreuco);10
11520;8200;Valle Argentino (Gral. Acha, Dpto. Utracan);10
11521;8200;Valle Daza;10
11522;8201;Veinticinco De Mayo;10
11523;6365;Vertiz;10
11524;6319;Victorica;10
11525;8206;Villa Alba;10
11526;6323;Villa La Porteña;10
11527;8208;Villa Mengelle;10
11528;6315;Villa Mirasol;10
11529;6315;Villa San Jose;10
11530;6323;Vista Alegre;10
11531;6313;Winifreda;10
11532;6367;Zona Rural (Metileo, Dpto. Conelo);10
11533;6365;Zona Rural (Dorila, Dpto. Maraco);10
11534;6331;Zona Rural (Miguel Cane, Dpto. Quemu Quemu);10
11535;6369;Zona Rural (Trenel, Dpto. Trenel);10
11536;6315;Zona Rural De Mirasol;10
11537;6365;Zona Rural De Vertiz;10
11538;6380;Zona Urbana Norte;10
11539;5470;Abra Verde;11
11540;5301;Agua Blanca (Dpto. Castro Barros);11
11541;5471;Agua Blanca (Totoral-Dpto. Rosario Vera Peñaloza);11
11542;5383;Agua Colorada (Olta-Dpto. Gral. Belgrano);11
11543;5275;Agua Colorada (Villa Santa Rita-Dpto. Gral. Ocampo);11
11544;5475;Agua De La Piedra;11
11545;5470;Agua De Piedra;11
11546;5301;Aguada;11
11547;5385;Aguadita;11
11548;5473;Aguayo;11
11549;5361;Aicuña;11
11550;5310;Aimogasta;11
11551;5385;Alcazar;11
11552;5473;Algarrobo Grande;11
11553;5325;Alpasinche;11
11554;5274;Altillo Del Medio;11
11555;5470;Alto Bayo;11
11556;5361;Alto Carrizal;11
11557;5359;Alto Jaguel;11
11558;5386;Amana;11
11559;5475;Ambil;11
11560;5300;Amilgancho;11
11561;5301;Aminga;11
11562;5329;Amuschina;11
11563;5301;Anchico;11
11564;5329;Andolucas;11
11565;5363;Anguinan;11
11566;5361;Angulos;11
11567;5301;Anillaco;11
11568;5303;Anjullon;11
11569;5361;Antinaco;11
11570;5311;Arauco;11
11571;5385;Atiles;11
11572;5383;Bajo Grande;11
11573;5300;Bajo Hondo (La Rioja-Dpto. Capital);11
11574;5473;Bajo Hondo (Ulapes-Dpto. Gral San Martin);11
11575;5359;Bajo Jague;11
11576;5473;Balde Del Quebracho;11
11577;5274;Balde Salado;11
11578;5276;Baldes De Pacheco;11
11579;5351;Banda Florida;11
11580;5474;Barranquitas;11
11581;5300;Barrio 3 De Febrero;11
11582;5300;Barrio Cochangasta;11
11583;5361;Barrio De Galli;11
11584;5300;Barrio General San Martin;11
11585;5300;Barrio Joaquin V. Gonzalez;11
11586;5300;Barrio Vargas;11
11587;5300;Bazan;11
11588;5310;Bañados Del Pantano;11
11589;5381;Bella Vista;11
11590;5361;Buena Vista (Campanas-Dpto. Famatina);11
11591;5359;Buena Vista (Distrito Pueblo-Dpto. Sarmiento);11
11592;5367;Cachiyuyal;11
11593;5361;Campanas;11
11594;5301;Campo Tres Pozos;11
11595;5300;Carrizal (Estacion Fcgb);11
11596;5361;Carrizal Famatina;11
11597;5385;Carrizal Tama;11
11598;5361;Carrizalillo;11
11599;5359;Casa Pintada;11
11600;5385;Casangate;11
11601;5471;Casas Viejas;11
11602;5276;Castro Barros;11
11603;5374;Catinzaco (Embarcadero Fcgb);11
11604;5275;Catuna;11
11605;5470;Cañada Honda;11
11606;5471;Cañada Verde;11
11607;5300;Cebollar;11
11608;5380;Chamical;11
11609;5327;Chaupihuasi;11
11610;5276;Chañar;11
11611;5361;Chañarmuyo;11
11612;5475;Chelcos;11
11613;5470;Chepes;11
11614;5385;Chila;11
11615;5360;Chilecito;11
11616;5385;Chimenea;11
11617;5380;Chulo;11
11618;5301;Chuquis;11
11619;5383;Cisco;11
11620;5275;Colonia Ortiz De Ocampo;11
11621;5274;Comandante Leal;11
11622;5471;Corral De Isaac;11
11623;5381;Cortaderas;11
11624;5474;Cortaderas (Embarcadero Fcgb);11
11625;5274;Cuatro Esquinas;11
11626;5329;Cuipan;11
11627;5474;Desiderio Tello;11
11628;5275;Dique De Anzulon;11
11629;5300;Dique Los Sauces;11
11630;5359;Distrito Pueblo;11
11631;5473;El Abra;11
11632;5355;El Altillo;11
11633;5383;El Alto;11
11634;5471;El Balde;11
11635;5385;El Barranco;11
11636;5301;El Barreal;11
11637;5471;El Barrial;11
11638;5301;El Bayito;11
11639;5276;El Bordo;11
11640;5717;El Calden;11
11641;5475;El Carrizal;11
11642;5474;El Catorce;11
11643;5475;El Cerco;11
11644;5361;El Chocoy;11
11645;5276;El Chusco;11
11646;5275;El Cienago;11
11647;5470;El Cincuenta;11
11648;5355;El Condado;11
11649;5470;El Divisadero;11
11650;5300;El Duraznillo;11
11651;5301;El Escondido;11
11652;5274;El Fraile;11
11653;5351;El Fuerte;11
11654;5357;El Horno;11
11655;5365;El Jumial;11
11656;5263;El Medano;11
11657;5381;El Mollar;11
11658;5350;El Molle;11
11659;5361;El Pedregal;11
11660;5385;El Portezuelo;11
11661;5475;El Potrerillo (Dpto. Rosario Vera Peñaloza);11
11662;5361;El Potrerillo (El Chocoy-Dpto. Famatina);11
11663;5475;El Potrerillo G. Roca (El Potrerillo-Dpto. R. Vera Peñaloza);11
11664;5385;El Potrero;11
11665;5385;El Puesto;11
11666;5301;El Quebracho;11
11667;5475;El Quemado;11
11668;5380;El Retamo;11
11669;5325;El Retiro;11
11670;5471;El Rodeo;11
11671;5263;El Rosario;11
11672;5471;El Tala;11
11673;5473;El Valdecito;11
11674;5301;El Valle;11
11675;5360;El Vallecito;11
11676;5275;El Verde;11
11677;5353;El Zapallar;11
11678;5263;Esperanza De Los Cerrillos;11
11679;5380;Esquina Del Norte;11
11680;5383;Esquina Del Sud;11
11681;5275;Esquina Grande;11
11682;5470;Estacion Chepes;11
11683;5313;Estacion Mazan;11
11684;5385;Falda De Citan;11
11685;5365;Famatina;11
11686;5275;Francisco Ortiz De Ocampo;11
11687;5380;Gobernador Gordillo;11
11688;5367;Guachin;11
11689;5353;Guandacol;11
11690;5301;Huaco;11
11691;5385;Huaja;11
11692;5383;Iliar;11
11693;5471;Ilisca;11
11694;5301;Ismiango;11
11695;5359;Jague;11
11696;5272;Kilometro 619;11
11697;5276;Kilometro 645 (Apeadero Fcgb);11
11698;5717;Kilometro 732 (Apeadero Fcgb);11
11699;5313;Kilometro 891 (Apeadero Fcgb);11
11700;5313;Kilometro 921 (Apeadero Fcgb);11
11701;5470;La Aguada;11
11702;5385;La Aguadita (Atiles-Dpto. Gral. J. F. Quiroga);11
11703;5275;La Aguadita (Olpas-Dpto. Gral. Ocampo);11
11704;5473;La America;11
11705;5301;La Antigua;11
11706;5359;La Banda (Dpto. Gral. Sarmiento);11
11707;5365;La Banda (Famatina-Dpto. Famatina);11
